iter	Passed	Remaining
1669	38153	7539
1670	38176	7516
1671	38197	7493
1672	38217	7469
1673	38238	7446
1674	38261	7423
1675	38282	7400
1676	38303	7377
1677	38325	7354
1678	38348	7331
1679	38371	7308
1680	38392	7285
1681	38414	7262
1682	38435	7239
1683	38456	7216
1684	38478	7193
1685	38498	7170
1686	38520	7147
1687	38543	7124
1688	38565	7101
1689	38586	7077
1690	38607	7054
1691	38629	7031
1692	38651	7008
1693	38675	6986
1694	38696	6963
1695	38719	6940
1696	38740	6917
1697	38764	6894
1698	38784	6871
1699	38806	6848
1700	38826	6824
1701	38847	6801
1702	38870	6778
1703	38890	6755
1704	38911	6732
1705	38931	6709
1706	38952	6685
1707	38972	6662
1708	38994	6639
1709	39016	6616
1710	39038	6593
1711	39061	6571
1712	39086	6548
1713	39110	6525
1714	39130	6502
1715	39153	6480
1716	39177	6457
1717	39201	6434
1718	39220	6411
1719	39245	6388
1720	39266	6365
1721	39287	6342
1722	39311	6319
1723	39334	6297
1724	39357	6274
1725	39379	6251
1726	39400	6228
1727	39423	6205
1728	39445	6182
1729	39469	6159
1730	39490	6136
1731	39512	6113
1732	39535	6091
1733	39559	6068
1734	39584	6045
1735	39606	6023
1736	39629	6000
1737	39650	5977
1738	39671	5954
1739	39692	5931
1740	39714	5908
1741	39737	5885
1742	39758	5862
1743	39778	5839
1744	39800	5816
1745	39821	5793
1746	39843	5770
1747	39865	5747
1748	39888	5724
1749	39910	5701
1750	39930	5678
1751	39951	5655
1752	39973	5632
1753	39994	5609
1754	40017	5586
1755	40038	5563
1756	40061	5540
1757	40081	5517
1758	40104	5494
1759	40125	5471
1760	40147	5448
1761	40170	5425
1762	40191	5402
1763	40213	5380
1764	40235	5357
1765	40257	5334
1766	40279	5311
1767	40302	5288
1768	40323	5265
1769	40343	5242
1770	40366	5219
1771	40388	5196
1772	40411	5173
1773	40434	5151
1774	40456	5128
1775	40478	5105
1776	40502	5082
1777	40524	5059
1778	40545	5036
1779	40569	5014
1780	40590	4991
1781	40610	4968
1782	40633	4945
1783	40656	4922
1784	40678	4899
1785	40698	4876
1786	40719	4853
1787	40741	4830
1788	40765	4807
1789	40787	4785
1790	40808	4762
1791	40831	4739
1792	40855	4716
1793	40876	4693
1794	40898	4670
1795	40919	4647
1796	40941	4625
1797	40962	4602
1798	40983	4579
1799	41005	4556
1800	41028	4533
1801	41048	4510
1802	41070	4487
1803	41093	4464
1804	41115	4441
1805	41137	4418
1806	41157	4395
1807	41178	4372
1808	41202	4350
1809	41221	4327
1810	41243	4304
1811	41273	4282
1812	41293	4259
1813	41314	4236
1814	41336	4213
1815	41359	4190
1816	41381	4167
1817	41403	4144
1818	41425	4122
1819	41446	4099
1820	41468	4076
1821	41492	4053
1822	41515	4030
1823	41536	4007
1824	41560	3985
1825	41581	3962
1826	41603	3939
1827	41624	3916
1828	41646	3893
1829	41667	3870
1830	41691	3848
1831	41713	3825
1832	41736	3802
1833	41757	3779
1834	41780	3756
1835	41801	3733
1836	41824	3711
1837	41848	3688
1838	41869	3665
1839	41893	3642
1840	41916	3620
1841	41939	3597
1842	41961	3574
1843	41983	3551
1844	42007	3529
1845	42029	3506
1846	42052	3483
1847	42072	3460
1848	42095	3437
1849	42117	3414
1850	42138	3392
1851	42160	3369
1852	42183	3346
1853	42204	3323
1854	42226	3300
1855	42247	3277
1856	42270	3255
1857	42291	3232
1858	42312	3209
1859	42335	3186
1860	42357	3163
1861	42380	3140
1862	42403	3118
1863	42426	3095
1864	42448	3072
1865	42471	3049
1866	42491	3026
1867	42512	3004
1868	42535	2981
1869	42557	2958
1870	42580	2935
1871	42603	2913
1872	42626	2890
1873	42647	2867
1874	42672	2844
1875	42692	2821
1876	42713	2799
1877	42736	2776
1878	42758	2753
1879	42781	2730
1880	42805	2708
1881	42826	2685
1882	42850	2662
1883	42873	2639
1884	42893	2616
1885	42915	2594
1886	42938	2571
1887	42959	2548
1888	42980	2525
1889	43003	2502
1890	43024	2480
1891	43046	2457
1892	43068	2434
1893	43089	2411
1894	43112	2388
1895	43131	2365
1896	43153	2343
1897	43174	2320
1898	43196	2297
1899	43217	2274
1900	43239	2251
1901	43262	2229
1902	43283	2206
1903	43305	2183
1904	43327	2160
1905	43350	2137
1906	43373	2115
1907	43396	2092
1908	43419	2069
1909	43440	2046
1910	43461	2024
1911	43483	2001
1912	43504	1978
1913	43528	1955
1914	43549	1933
1915	43572	1910
1916	43594	1887
1917	43615	1864
1918	43638	1841
1919	43660	1819
1920	43683	1796
1921	43704	1773
1922	43725	1750
1923	43749	1728
1924	43771	1705
1925	43794	1682
1926	43818	1659
1927	43837	1637
1928	43861	1614
1929	43883	1591
1930	43903	1568
1931	43923	1545
1932	43946	1523
1933	43971	1500
1934	43995	1477
1935	44018	1455
1936	44041	1432
1937	44066	1409
1938	44091	1387
1939	44114	1364
1940	44138	1341
1941	44161	1318
1942	44185	1296
1943	44210	1273
1944	44249	1251
1945	44275	1228
1946	44297	1205
1947	44320	1183
1948	44342	1160
1949	44363	1137
1950	44385	1114
1951	44405	1091
1952	44427	1069
1953	44450	1046
1954	44473	1023
1955	44494	1000
1956	44516	978
1957	44541	955
1958	44564	932
1959	44588	909
1960	44612	887
1961	44636	864
1962	44661	841
1963	44685	819
1964	44710	796
1965	44734	773
1966	44757	750
1967	44780	728
1968	44803	705
1969	44826	682
1970	44849	659
1971	44869	637
1972	44891	614
1973	44914	591
1974	44936	568
1975	44957	546
1976	44976	523
1977	44998	500
1978	45019	477
1979	45043	454
1980	45063	432
1981	45087	409
1982	45110	386
1983	45132	363
1984	45156	341
1985	45176	318
1986	45198	295
1987	45218	272
1988	45241	250
1989	45263	227
1990	45284	204
1991	45304	181
1992	45325	159
1993	45347	136
1994	45368	113
1995	45388	90
1996	45411	68
1997	45434	45
1998	45458	22
1999	45481	0
