iter	Passed	Remaining
467	10590	34667
468	10613	34646
469	10637	34627
470	10661	34610
471	10685	34592
472	10709	34573
473	10733	34554
474	10756	34532
475	10782	34522
476	10806	34502
477	10829	34482
478	10853	34465
479	10877	34446
480	10900	34425
481	10923	34401
482	10944	34373
483	10967	34353
484	10991	34335
485	11014	34314
486	11038	34294
487	11061	34272
488	11082	34246
489	11105	34224
490	11128	34201
491	11151	34180
492	11173	34155
493	11193	34124
494	11216	34102
495	11240	34085
496	11263	34061
497	11284	34034
498	11307	34011
499	11328	33986
500	11351	33965
501	11374	33943
502	11397	33920
503	11422	33903
504	11444	33881
505	11468	33862
506	11491	33841
507	11513	33815
508	11535	33791
509	11560	33774
510	11584	33754
511	11606	33731
512	11629	33709
513	11652	33687
514	11673	33660
515	11697	33642
516	11720	33620
517	11742	33596
518	11765	33574
519	11788	33551
520	11812	33533
521	11838	33519
522	11860	33495
523	11882	33470
524	11907	33453
525	11930	33432
526	11953	33410
527	11977	33391
528	12001	33372
529	12024	33351
530	12049	33333
531	12071	33309
532	12091	33280
533	12114	33257
534	12136	33233
535	12159	33212
536	12181	33187
537	12205	33168
538	12228	33147
539	12253	33130
540	12278	33112
541	12301	33091
542	12324	33070
543	12346	33044
544	12370	33026
545	12394	33006
546	12417	32983
547	12439	32959
548	12462	32938
549	12484	32912
550	12505	32887
551	12528	32864
552	12550	32840
553	12571	32812
554	12595	32793
555	12619	32773
556	12641	32749
557	12662	32722
558	12686	32703
559	12707	32677
560	12729	32651
561	12749	32622
562	12772	32599
563	12794	32575
564	12817	32555
565	12838	32525
566	12860	32503
567	12884	32484
568	12907	32461
569	12929	32437
570	12952	32414
571	12974	32390
572	12998	32371
573	13019	32344
574	13042	32322
575	13064	32298
576	13084	32269
577	13106	32244
578	13130	32225
579	13153	32202
580	13176	32180
581	13198	32157
582	13219	32130
583	13243	32111
584	13267	32090
585	13289	32066
586	13312	32044
587	13334	32022
588	13358	32001
589	13382	31981
590	13405	31959
591	13427	31936
592	13450	31914
593	13472	31888
594	13496	31869
595	13517	31842
596	13540	31821
597	13562	31797
598	13586	31777
599	13609	31756
600	13632	31734
601	13655	31710
602	13677	31687
603	13698	31660
604	13722	31641
605	13744	31617
606	13767	31594
607	13791	31575
608	13813	31549
609	13836	31528
610	13858	31505
611	13883	31486
612	13905	31462
613	13927	31438
614	13950	31418
615	13974	31397
616	13995	31370
617	14016	31345
618	14039	31322
619	14063	31301
620	14086	31280
621	14107	31254
622	14128	31228
623	14150	31202
624	14170	31176
625	14190	31145
626	14210	31117
627	14230	31089
628	14251	31063
629	14273	31038
630	14293	31011
631	14317	30991
632	14339	30966
633	14361	30943
634	14384	30921
635	14407	30898
636	14428	30873
637	14450	30849
638	14472	30825
639	14495	30802
640	14516	30777
641	14537	30751
642	14559	30727
643	14583	30706
644	14608	30688
645	14629	30663
646	14652	30641
647	14673	30615
648	14695	30591
649	14723	30579
650	14757	30580
651	14780	30557
652	14802	30533
653	14823	30509
654	14847	30487
655	14871	30467
656	14894	30446
657	14916	30422
658	14939	30400
659	14958	30370
660	14982	30350
661	15003	30324
662	15026	30302
663	15049	30279
664	15069	30253
665	15093	30231
666	15115	30208
667	15135	30179
668	15156	30154
669	15179	30132
670	15204	30113
671	15227	30091
672	15249	30067
673	15271	30044
674	15295	30024
675	15319	30003
676	15341	29979
677	15363	29955
678	15384	29929
679	15407	29909
680	15428	29882
681	15449	29857
682	15471	29833
683	15493	29808
684	15516	29787
685	15538	29763
686	15559	29738
687	15580	29711
688	15603	29689
689	15626	29667
690	15649	29644
691	15672	29623
692	15695	29601
693	15716	29576
694	15739	29554
695	15762	29531
696	15783	29506
697	15802	29477
698	15823	29451
699	15844	29426
700	15865	29399
701	15889	29380
702	15911	29356
703	15933	29331
704	15954	29306
705	15975	29281
706	15998	29259
707	16019	29234
708	16043	29212
709	16063	29185
710	16084	29160
711	16107	29138
712	16130	29116
713	16155	29097
714	16175	29071
715	16196	29045
716	16218	29020
717	16241	28998
718	16262	28974
719	16284	28950
720	16308	28929
721	16329	28905
722	16359	28894
723	16390	28887
724	16412	28862
725	16435	28841
726	16457	28817
727	16481	28797
728	16501	28770
729	16522	28744
730	16544	28720
731	16566	28697
732	16589	28675
733	16613	28654
734	16636	28632
735	16658	28609
736	16679	28584
737	16701	28559
738	16722	28535
739	16746	28514
740	16769	28493
741	16790	28466
742	16809	28438
743	16832	28415
744	16855	28394
745	16879	28373
746	16899	28347
747	16921	28323
748	16942	28298
749	16964	28274
750	16988	28253
751	17011	28231
752	17035	28211
753	17056	28186
754	17078	28162
755	17104	28145
756	17126	28121
757	17147	28096
758	17168	28071
759	17190	28047
760	17211	28022
761	17233	27998
762	17256	27976
763	17276	27949
764	17298	27925
765	17322	27905
766	17345	27883
767	17366	27857
768	17387	27833
769	17411	27812
770	17432	27788
771	17454	27763
772	17476	27741
773	17498	27716
774	17519	27692
775	17544	27673
776	17565	27648
777	17588	27625
778	17608	27600
779	17631	27577
780	17654	27554
781	17676	27532
782	17698	27507
783	17720	27484
784	17745	27466
785	17766	27440
786	17789	27419
787	17812	27397
788	17834	27373
789	17856	27350
790	17878	27325
791	17900	27302
792	17923	27280
793	17947	27259
794	17968	27235
795	17992	27215
796	18013	27189
797	18034	27165
798	18058	27143
799	18080	27121
800	18102	27097
801	18125	27074
802	18149	27055
803	18173	27033
804	18195	27011
805	18218	26988
806	18240	26965
807	18264	26944
808	18288	26923
809	18310	26900
810	18333	26878
811	18357	26857
812	18380	26835
813	18401	26811
814	18425	26789
815	18449	26769
816	18473	26749
817	18494	26724
818	18518	26704
819	18540	26680
820	18562	26656
821	18583	26632
822	18608	26612
823	18631	26590
824	18650	26563
825	18672	26539
826	18695	26516
827	18719	26496
828	18740	26472
829	18760	26445
830	18782	26421
831	18805	26400
832	18827	26376
833	18850	26354
834	18873	26333
835	18894	26307
836	18918	26287
837	18939	26262
838	18963	26241
839	18989	26223
840	19012	26201
841	19036	26180
842	19063	26164
843	19090	26147
844	19115	26128
845	19142	26111
846	19168	26093
847	19192	26072
848	19218	26055
849	19243	26035
850	19268	26016
851	19293	25996
852	19317	25975
853	19341	25955
854	19364	25932
855	19387	25910
856	19408	25886
857	19432	25864
858	19453	25840
859	19474	25814
860	19498	25794
861	19520	25771
862	19541	25745
863	19563	25721
864	19585	25699
865	19607	25675
866	19631	25654
867	19653	25631
868	19674	25606
869	19697	25583
870	19721	25562
871	19741	25537
872	19762	25512
873	19785	25490
874	19807	25466
875	19828	25442
876	19849	25417
877	19871	25393
878	19893	25370
879	19916	25347
880	19937	25323
881	19960	25301
882	19980	25275
883	20003	25253
884	20027	25232
885	20048	25207
886	20070	25183
887	20090	25158
888	20114	25137
889	20136	25114
890	20156	25088
891	20178	25064
892	20200	25040
893	20221	25016
894	20243	24993
895	20265	24970
896	20289	24949
897	20313	24928
898	20335	24904
899	20357	24881
900	20380	24859
901	20403	24837
902	20425	24813
903	20446	24788
904	20466	24763
905	20489	24741
906	20513	24719
907	20536	24697
908	20559	24676
909	20582	24654
910	20605	24631
911	20630	24611
912	20652	24588
913	20675	24566
914	20698	24543
915	20721	24521
916	20743	24498
917	20777	24489
918	20802	24469
919	20823	24444
920	20845	24421
921	20867	24398
922	20890	24376
923	20913	24353
924	20935	24330
925	20958	24307
926	20981	24285
927	21002	24261
928	21024	24237
929	21046	24214
930	21071	24194
931	21095	24173
932	21118	24151
933	21140	24127
934	21164	24107
935	21189	24086
936	21211	24064
937	21233	24040
938	21256	24017
939	21278	23994
940	21299	23970
941	21322	23948
942	21345	23925
943	21368	23903
944	21391	23881
945	21415	23860
946	21438	23837
947	21460	23814
948	21482	23791
949	21506	23770
950	21529	23747
951	21553	23726
952	21575	23703
953	21597	23680
954	21619	23657
955	21641	23633
956	21665	23612
957	21689	23591
958	21712	23569
959	21734	23545
960	21758	23524
961	21780	23501
962	21803	23478
963	21824	23455
964	21848	23433
965	21871	23411
966	21895	23390
967	21916	23365
968	21936	23340
969	21959	23317
970	21980	23293
971	22002	23270
972	22026	23248
973	22048	23226
974	22073	23205
975	22097	23184
976	22121	23162
977	22142	23139
978	22167	23118
979	22188	23093
980	22210	23071
981	22232	23047
982	22253	23023
983	22275	23000
984	22299	22978
985	22322	22955
986	22345	22933
987	22366	22909
988	22389	22888
989	22410	22863
990	22432	22840
991	22454	22816
992	22476	22793
993	22500	22772
994	22524	22750
995	22547	22728
996	22571	22707
997	22594	22685
998	22617	22662
999	22640	22640
1000	22663	22617
1001	22687	22596
1002	22712	22576
1003	22737	22556
1004	22760	22534
1005	22782	22510
1006	22806	22489
1007	22830	22468
1008	22854	22446
1009	22879	22426
1010	22904	22405
1011	22929	22385
1012	22954	22365
1013	22979	22344
1014	23006	22326
1015	23031	22305
1016	23056	22285
1017	23082	22266
1018	23108	22246
1019	23132	22225
1020	23154	22201
1021	23179	22181
1022	23201	22158
1023	23224	22135
1024	23246	22112
1025	23269	22089
1026	23298	22073
1027	23324	22054
1028	23350	22034
1029	23378	22016
1030	23407	21999
1031	23433	21980
1032	23457	21959
1033	23481	21937
1034	23511	21921
1035	23535	21900
1036	23560	21879
1037	23584	21857
1038	23609	21836
1039	23632	21814
1040	23655	21792
1041	23680	21771
1042	23707	21752
1043	23731	21730
1044	23754	21709
1045	23778	21686
1046	23804	21667
1047	23831	21648
1048	23857	21628
1049	23882	21608
1050	23916	21595
1051	23949	21581
1052	23974	21560
1053	23997	21538
1054	24020	21516
1055	24044	21494
1056	24065	21470
1057	24089	21447
1058	24113	21426
1059	24138	21405
1060	24162	21384
1061	24185	21361
1062	24210	21340
1063	24234	21318
1064	24259	21298
1065	24284	21277
1066	24307	21254
1067	24331	21233
1068	24354	21210
1069	24380	21190
1070	24403	21168
1071	24427	21146
1072	24453	21126
1073	24478	21104
1074	24502	21083
1075	24525	21060
1076	24548	21038
1077	24571	21015
1078	24592	20991
1079	24615	20968
1080	24636	20944
1081	24660	20923
1082	24686	20902
1083	24709	20880
1084	24730	20855
1085	24753	20833
1086	24777	20811
1087	24798	20786
1088	24820	20763
1089	24844	20741
1090	24865	20717
1091	24885	20692
1092	24906	20668
1093	24929	20645
1094	24952	20623
1095	24972	20597
1096	24995	20575
1097	25016	20550
1098	25037	20526
1099	25058	20502
1100	25081	20479
1101	25102	20455
1102	25126	20433
1103	25147	20409
1104	25170	20386
1105	25194	20364
1106	25215	20340
1107	25237	20317
1108	25259	20294
1109	25282	20271
1110	25305	20248
1111	25326	20225
1112	25350	20202
1113	25373	20180
1114	25395	20156
1115	25416	20132
1116	25440	20110
1117	25461	20086
1118	25484	20064
1119	25506	20040
1120	25528	20017
1121	25550	19994
1122	25573	19971
1123	25594	19947
1124	25614	19922
1125	25635	19898
1126	25657	19874
1127	25680	19852
1128	25703	19829
1129	25727	19807
1130	25749	19784
1131	25770	19760
1132	25793	19738
1133	25815	19714
1134	25838	19691
1135	25859	19667
1136	25881	19644
1137	25906	19623
1138	25928	19599
1139	25949	19575
1140	25971	19552
1141	25993	19529
1142	26018	19508
1143	26040	19484
1144	26061	19460
1145	26083	19437
1146	26105	19414
1147	26129	19392
1148	26151	19369
1149	26174	19346
1150	26194	19321
1151	26216	19297
1152	26238	19274
1153	26260	19251
1154	26281	19227
1155	26303	19204
1156	26329	19183
1157	26350	19159
1158	26373	19137
1159	26398	19116
1160	26422	19094
1161	26444	19070
1162	26465	19047
1163	26488	19024
1164	26512	19002
1165	26534	18979
1166	26556	18955
1167	26579	18933
1168	26601	18910
1169	26622	18886
1170	26643	18862
1171	26665	18838
1172	26687	18815
1173	26708	18791
1174	26731	18768
1175	26754	18746
1176	26775	18722
1177	26799	18700
1178	26819	18676
1179	26841	18652
1180	26861	18628
1181	26883	18604
1182	26904	18580
1183	26925	18556
1184	26948	18534
1185	26971	18511
1186	26991	18487
1187	27014	18464
1188	27035	18440
1189	27057	18417
1190	27079	18394
1191	27102	18371
1192	27123	18347
1193	27145	18324
1194	27166	18300
1195	27189	18278
1196	27211	18254
1197	27234	18232
1198	27258	18209
1199	27278	18185
1200	27299	18161
1201	27320	18137
1202	27342	18114
1203	27361	18089
1204	27382	18065
1205	27403	18042
1206	27426	18019
1207	27448	17995
1208	27470	17972
1209	27492	17949
1210	27514	17926
1211	27539	17905
1212	27562	17882
1213	27585	17859
1214	27604	17834
1215	27626	17812
1216	27646	17787
1217	27670	17765
1218	27692	17742
1219	27717	17720
1220	27738	17697
1221	27758	17673
1222	27781	17650
1223	27802	17626
1224	27827	17605
1225	27848	17581
1226	27868	17557
1227	27890	17534
1228	27911	17510
1229	27933	17486
1230	27954	17462
1231	27974	17438
1232	27996	17415
1233	28017	17391
1234	28039	17368
1235	28061	17345
1236	28082	17321
1237	28105	17299
1238	28128	17276
1239	28150	17253
1240	28173	17230
1241	28193	17206
1242	28215	17183
1243	28239	17161
1244	28261	17138
1245	28282	17115
1246	28303	17091
1247	28327	17069
1248	28348	17045
1249	28369	17021
1250	28392	16998
1251	28412	16974
1252	28434	16951
1253	28457	16929
1254	28478	16905
1255	28499	16881
1256	28522	16859
1257	28545	16837
1258	28567	16813
1259	28588	16790
1260	28609	16766
1261	28632	16743
1262	28655	16721
1263	28676	16697
1264	28700	16675
1265	28720	16651
1266	28742	16628
1267	28765	16605
1268	28787	16582
1269	28811	16560
1270	28833	16537
1271	28856	16515
1272	28877	16491
1273	28899	16468
1274	28922	16446
1275	28944	16423
1276	28966	16399
1277	28986	16375
1278	29009	16353
1279	29031	16330
1280	29055	16308
1281	29080	16286
1282	29100	16262
1283	29121	16239
1284	29143	16216
1285	29168	16194
1286	29189	16171
1287	29211	16148
1288	29234	16125
1289	29260	16104
1290	29283	16082
1291	29303	16058
1292	29326	16035
1293	29348	16012
1294	29370	15989
1295	29394	15967
1296	29416	15944
1297	29437	15920
1298	29459	15897
1299	29482	15875
1300	29505	15852
1301	29526	15828
1302	29547	15805
1303	29569	15782
1304	29592	15760
1305	29615	15737
1306	29638	15714
1307	29660	15692
1308	29683	15669
1309	29705	15646
1310	29726	15622
1311	29750	15600
1312	29771	15577
1313	29794	15554
1314	29819	15533
1315	29843	15511
1316	29864	15487
1317	29886	15464
1318	29908	15441
1319	29929	15418
1320	29952	15395
1321	29973	15372
1322	29996	15349
1323	30019	15327
1324	30041	15304
1325	30063	15281
1326	30085	15258
1327	30107	15235
1328	30130	15212
1329	30154	15190
1330	30179	15169
1331	30206	15148
1332	30233	15127
1333	30258	15106
1334	30282	15084
1335	30307	15063
1336	30333	15041
1337	30360	15021
1338	30384	14999
1339	30408	14977
1340	30432	14955
1341	30458	14934
1342	30487	14914
1343	30522	14897
1344	30551	14878
1345	30578	14857
1346	30607	14837
1347	30638	14819
1348	30666	14799
1349	30694	14778
1350	30723	14759
1351	30756	14741
1352	30786	14721
1353	30817	14702
1354	30843	14681
1355	30868	14660
1356	30891	14637
1357	30917	14616
1358	30941	14594
1359	30965	14571
1360	30991	14550
1361	31013	14527
1362	31040	14506
1363	31069	14487
1364	31106	14470
1365	31144	14454
1366	31166	14432
1367	31191	14410
1368	31215	14387
1369	31253	14372
1370	31281	14351
1371	31302	14327
1372	31326	14305
1373	31348	14282
1374	31369	14258
1375	31392	14236
1376	31414	14213
1377	31440	14191
1378	31463	14169
1379	31498	14151
1380	31523	14129
1381	31552	14109
1382	31581	14089
1383	31608	14068
1384	31635	14047
1385	31662	14026
1386	31693	14007
1387	31721	13986
1388	31751	13966
1389	31777	13945
1390	31806	13925
1391	31839	13906
1392	31867	13886
1393	31893	13864
1394	31920	13843
1395	31946	13822
1396	31971	13800
1397	31995	13777
1398	32020	13755
1399	32046	13734
1400	32071	13712
1401	32095	13689
1402	32120	13667
1403	32143	13645
1404	32167	13622
1405	32190	13599
1406	32211	13575
1407	32232	13552
1408	32256	13529
1409	32279	13506
1410	32303	13484
1411	32326	13461
1412	32351	13439
1413	32374	13416
1414	32395	13393
1415	32416	13369
1416	32438	13346
1417	32461	13323
1418	32484	13300
1419	32506	13277
1420	32528	13253
1421	32550	13230
1422	32573	13207
1423	32597	13185
1424	32620	13162
1425	32644	13140
1426	32666	13116
1427	32687	13093
1428	32710	13070
1429	32732	13047
1430	32755	13024
1431	32778	13001
1432	32800	12978
1433	32822	12955
1434	32846	12932
1435	32869	12909
1436	32893	12887
1437	32916	12864
1438	32939	12841
1439	32960	12817
1440	32981	12794
1441	33005	12771
1442	33028	12748
1443	33051	12726
1444	33073	12702
1445	33094	12679
1446	33118	12656
1447	33143	12634
1448	33163	12610
1449	33184	12587
1450	33206	12564
1451	33228	12540
1452	33250	12517
1453	33271	12494
1454	33294	12471
1455	33318	12448
1456	33340	12425
1457	33362	12402
1458	33385	12379
1459	33407	12356
1460	33429	12333
1461	33451	12309
1462	33475	12287
1463	33498	12264
1464	33520	12241
1465	33544	12218
1466	33567	12196
1467	33589	12172
1468	33610	12149
1469	33632	12125
1470	33655	12103
1471	33679	12080
1472	33703	12058
1473	33726	12035
1474	33749	12012
1475	33769	11988
1476	33792	11965
1477	33814	11942
1478	33836	11919
1479	33857	11895
1480	33880	11873
1481	33902	11849
1482	33925	11826
1483	33949	11804
1484	33972	11781
1485	33995	11758
1486	34016	11735
1487	34039	11712
1488	34063	11689
1489	34086	11667
1490	34108	11643
1491	34128	11620
1492	34152	11597
1493	34177	11575
1494	34200	11552
1495	34225	11530
1496	34267	11513
1497	34297	11493
1498	34322	11471
1499	34345	11448
1500	34368	11425
1501	34393	11403
1502	34417	11380
1503	34442	11358
1504	34465	11335
1505	34490	11313
1506	34515	11291
1507	34539	11268
1508	34560	11245
1509	34584	11222
1510	34608	11200
1511	34631	11177
1512	34652	11153
1513	34673	11130
1514	34695	11107
1515	34718	11084
1516	34741	11061
1517	34762	11037
1518	34785	11014
1519	34809	10992
1520	34830	10969
1521	34852	10945
1522	34877	10923
1523	34902	10901
1524	34927	10878
1525	34950	10856
1526	34973	10833
1527	34996	10810
1528	35018	10787
1529	35039	10763
1530	35062	10740
1531	35085	10717
1532	35106	10694
1533	35129	10671
1534	35151	10648
1535	35173	10625
1536	35195	10602
1537	35218	10579
1538	35240	10555
1539	35263	10533
1540	35285	10510
1541	35307	10487
1542	35329	10463
1543	35350	10440
1544	35374	10417
1545	35397	10394
1546	35418	10371
1547	35441	10348
1548	35462	10325
1549	35484	10301
1550	35506	10278
1551	35526	10255
1552	35548	10231
1553	35570	10208
1554	35592	10185
1555	35615	10162
1556	35638	10139
1557	35658	10116
1558	35681	10093
1559	35702	10070
1560	35724	10046
1561	35747	10023
1562	35768	10000
1563	35791	9977
1564	35815	9955
1565	35837	9931
1566	35859	9908
1567	35880	9885
1568	35901	9862
1569	35925	9839
1570	35945	9815
1571	35967	9792
1572	35990	9769
1573	36011	9746
1574	36032	9723
1575	36057	9700
1576	36079	9677
1577	36099	9653
1578	36121	9630
1579	36143	9607
1580	36166	9584
1581	36189	9562
1582	36212	9539
1583	36234	9516
1584	36256	9493
1585	36277	9469
1586	36298	9446
1587	36321	9423
1588	36342	9400
1589	36364	9377
1590	36387	9354
1591	36409	9331
1592	36429	9307
1593	36451	9284
1594	36473	9261
1595	36495	9238
1596	36516	9214
1597	36537	9191
1598	36561	9168
1599	36583	9145
1600	36605	9122
1601	36626	9099
1602	36648	9076
1603	36669	9053
1604	36691	9030
1605	36711	9006
1606	36733	8983
1607	36754	8960
1608	36776	8936
1609	36799	8914
1610	36820	8890
1611	36843	8868
1612	36864	8844
1613	36887	8821
1614	36908	8798
1615	36929	8775
1616	36951	8752
1617	36972	8728
1618	36992	8705
1619	37014	8682
1620	37035	8659
1621	37058	8636
1622	37078	8612
1623	37101	8590
1624	37123	8567
1625	37145	8543
1626	37166	8520
1627	37189	8497
1628	37210	8474
1629	37232	8451
1630	37255	8428
1631	37275	8405
1632	37310	8385
1633	37334	8362
1634	37355	8339
1635	37380	8316
1636	37401	8293
1637	37421	8270
1638	37445	8247
1639	37470	8225
1640	37494	8202
1641	37518	8180
1642	37542	8157
1643	37565	8134
1644	37587	8111
1645	37609	8088
1646	37630	8065
1647	37652	8042
1648	37674	8019
1649	37697	7996
1650	37719	7973
1651	37741	7950
1652	37764	7927
1653	37786	7904
1654	37808	7881
1655	37830	7858
1656	37853	7835
1657	37874	7812
1658	37894	7789
1659	37914	7765
1660	37952	7745
1661	37978	7723
1662	37999	7700
1663	38020	7677
1664	38042	7654
1665	38065	7631
1666	38088	7608
1667	38110	7585
1668	38131	7562
