iter	F1	Logloss
123	0.82198209	0.438949183
124	0.8221578145	0.4384517576
125	0.8223189174	0.4380320519
126	0.8227410215	0.4370273011
127	0.8231808763	0.4364080865
128	0.8233658583	0.4358867451
129	0.8233909187	0.4353731716
130	0.8233811824	0.4349639358
131	0.8233775491	0.4345770415
132	0.8237415699	0.4338048443
133	0.82453976	0.4327394264
134	0.8246291033	0.4322783705
135	0.8248437812	0.4317988267
136	0.8248760413	0.4313349588
137	0.8251818759	0.4306788405
138	0.8251949474	0.4300868032
139	0.8252276067	0.4297517636
140	0.8259860385	0.4284817472
141	0.82628133	0.427683847
142	0.8264251632	0.4271088091
143	0.826749887	0.4265324748
144	0.8271989639	0.4255914367
145	0.8277818814	0.4247502664
146	0.828056363	0.424065401
147	0.8280063793	0.4237635638
148	0.8282384028	0.4229925256
149	0.8291901188	0.4222614753
150	0.8294994116	0.4215879615
151	0.829881933	0.4210278734
152	0.83017983	0.420423285
153	0.8301542631	0.4200894096
154	0.8304744042	0.4194732344
155	0.8306942859	0.418922326
156	0.8306237299	0.4186652927
157	0.8309125883	0.4181031751
158	0.8309688514	0.4177674235
159	0.8314057268	0.4168687391
160	0.8319312037	0.4160589915
161	0.8321692294	0.4155732608
162	0.8322799519	0.415161573
163	0.8333282675	0.4133592814
164	0.8337625676	0.4126130586
165	0.8337459498	0.4123002636
166	0.8340471743	0.4115978991
167	0.834440135	0.411086086
168	0.834434497	0.41061729
169	0.834920497	0.4099101152
170	0.8349444543	0.4096210432
171	0.8351174753	0.4092071453
172	0.8352438145	0.4086228352
173	0.8354796789	0.4081269899
174	0.83552623	0.4078514803
175	0.8360564507	0.4069868697
176	0.8361391304	0.4065409579
177	0.8366857113	0.405711118
178	0.8370011093	0.4052802934
179	0.8376690042	0.4041483946
180	0.8378814573	0.4035113808
181	0.838044528	0.4030488614
182	0.8381581352	0.4028408175
183	0.8383708738	0.4021786539
184	0.8383969788	0.4018857027
185	0.8390888093	0.4008135113
186	0.8399286832	0.399272741
187	0.8400029575	0.3989017391
188	0.8404291872	0.3981307114
189	0.8410363019	0.3966912852
190	0.8412445743	0.3960507571
191	0.8418141016	0.3949984574
192	0.8421698117	0.3942576425
193	0.8425759586	0.3935367075
194	0.8428660317	0.3931234492
195	0.8433092311	0.3923833468
196	0.8436623088	0.3915857599
197	0.8441121919	0.3912358691
198	0.8446845372	0.3903070972
199	0.8454479762	0.3887632774
200	0.8457005475	0.3883983608
201	0.8462292212	0.3876460348
202	0.8469079775	0.3863407951
203	0.8472784124	0.3858431661
204	0.847556382	0.385238614
205	0.8478829929	0.3844955877
206	0.8483108373	0.3836967561
207	0.8485287003	0.3834211292
208	0.848864731	0.3827239387
209	0.8491844154	0.3820422725
210	0.8495929464	0.3814060574
211	0.8497161246	0.3811149524
212	0.8500390398	0.3807833492
213	0.8500632552	0.3802468441
214	0.8504935791	0.3800453893
215	0.850634838	0.3797612891
216	0.8510072399	0.379074898
217	0.8512325099	0.3788410307
218	0.8514163432	0.3784603081
219	0.8515141833	0.3780710256
220	0.8515387276	0.3777808374
221	0.8519780047	0.3770907105
222	0.8521975953	0.3765380418
223	0.8527120922	0.3758243826
224	0.8530420124	0.3753757736
225	0.8534925875	0.3742344321
226	0.8538473665	0.3736279495
227	0.8540471415	0.373281317
228	0.8541046214	0.3730263507
229	0.8544463179	0.3725154015
230	0.8547314757	0.3719953756
231	0.8550155264	0.3713812997
232	0.8554020018	0.3708371933
233	0.8557536893	0.3703206139
234	0.8563008504	0.3697340432
235	0.8563544381	0.3695273767
236	0.8567248388	0.3689664449
237	0.8567472957	0.3686158068
238	0.8571140625	0.3680589123
239	0.8572567993	0.3677665942
240	0.8574722014	0.3674363067
241	0.8574760414	0.367319374
242	0.8579971415	0.3665756544
243	0.8582528699	0.3656750881
244	0.8583593877	0.3654392819
245	0.8583620591	0.3651538786
246	0.8585176705	0.3648847326
247	0.858661894	0.3646497299
248	0.8588400456	0.3642973725
249	0.8589681711	0.3639679143
250	0.8591487495	0.3636264981
251	0.8594386322	0.3630717347
252	0.8596781484	0.3623763964
253	0.8599819173	0.3620050227
254	0.8600712856	0.3617931446
255	0.860250642	0.3614914891
256	0.8609098291	0.3606934986
257	0.860869069	0.3604496162
258	0.861072214	0.360104859
259	0.8611850018	0.3598076764
260	0.8616014371	0.3594199213
261	0.8618882578	0.3589405836
262	0.8619659396	0.3587771071
263	0.8626365418	0.3577544547
264	0.8629234216	0.3572749791
265	0.863209972	0.3569301837
266	0.8636441523	0.3561863753
267	0.8637164564	0.3559923949
268	0.8637678102	0.3558159688
269	0.8637434509	0.3556246874
270	0.8641358817	0.3546460216
271	0.8644965602	0.3541223071
272	0.8647260801	0.353769718
273	0.8652767275	0.3529112003
274	0.8652401808	0.3527327119
275	0.8659303358	0.3515521134
276	0.8660193662	0.3513780687
277	0.8663945889	0.3507641575
278	0.8668264685	0.350070567
279	0.8670605678	0.3497419776
280	0.8671072664	0.3494367516
281	0.8674653193	0.3485779322
282	0.8677529534	0.3481049078
283	0.8682356877	0.3472189521
284	0.8683992673	0.3469582971
285	0.8684533903	0.3466854075
286	0.8687949042	0.3461056012
287	0.8690126819	0.3458393886
288	0.8693590885	0.3453693198
289	0.8694245904	0.3451486571
290	0.8695525703	0.3448746279
291	0.8695809312	0.3446520529
292	0.8699236453	0.3441787138
293	0.8706308657	0.343126943
294	0.8708765897	0.3427221026
295	0.8713687459	0.3417452968
296	0.8713478911	0.3415396529
297	0.871707117	0.3412566867
298	0.871967007	0.3409217352
299	0.8722103805	0.3407271965
300	0.8722534627	0.3405821932
301	0.8724538897	0.3403148165
302	0.872677019	0.3399013072
303	0.8730135601	0.339608582
304	0.8735549962	0.3386448715
305	0.87359723	0.3385204081
306	0.8736450613	0.3382955599
307	0.8738237243	0.3379081522
308	0.8740279251	0.337639208
309	0.8742476335	0.3370149305
310	0.8743098868	0.3366682464
311	0.8743611509	0.3365105196
312	0.8746877915	0.3360993341
313	0.8748866928	0.3358360596
314	0.8750066335	0.3355701325
315	0.8750868098	0.3352353824
316	0.8752018475	0.3349442944
317	0.8752256557	0.334825833
318	0.8754303516	0.3343898971
319	0.8757191156	0.3338044807
320	0.8757358213	0.3336596668
321	0.8765709633	0.3325053192
322	0.8769464271	0.3320556148
323	0.877780285	0.3310661056
324	0.8783388566	0.3300868529
325	0.8786473498	0.329798238
326	0.8789573837	0.3294250027
327	0.879163974	0.3287889066
328	0.8792729462	0.3285906412
329	0.879454857	0.3279618838
330	0.8798242973	0.3271595816
331	0.8799316248	0.3268231383
332	0.8806447328	0.3257064516
333	0.8810832112	0.3250009591
334	0.881249059	0.3247404494
335	0.8814414957	0.32452304
336	0.881647187	0.3241900688
337	0.8815975406	0.3240924347
338	0.881708711	0.323802208
339	0.8819020444	0.3234978076
340	0.882073235	0.3230704853
341	0.8821696562	0.3228628862
342	0.8825858163	0.3217871304
343	0.8827569694	0.3213068442
344	0.882904137	0.3211606711
345	0.8829287549	0.3209631319
346	0.8831234503	0.3207486123
347	0.8831642408	0.3205241612
348	0.8832900779	0.3202068805
349	0.8834598643	0.3199393179
350	0.8837000848	0.319232022
351	0.8840765575	0.3184880428
352	0.884372157	0.3178673633
353	0.8846904901	0.3173859966
354	0.8853903667	0.3165044181
355	0.8854430633	0.3163342083
356	0.8855360987	0.3161744559
357	0.8855473571	0.3159914268
358	0.8856141971	0.3158999922
359	0.8856736833	0.3156619767
360	0.8857178387	0.3154814729
361	0.885720504	0.3153344811
362	0.8857642961	0.3150739339
363	0.8858061993	0.314832148
364	0.8859154053	0.314574383
365	0.8861884739	0.3142135393
366	0.8866487097	0.3135402822
367	0.8870714676	0.3127602464
368	0.8872578874	0.3124177102
369	0.8876815621	0.3117209915
370	0.8879413452	0.3110590075
371	0.8879954816	0.3108890026
372	0.8880180068	0.310801692
373	0.8879624851	0.3106747709
374	0.8883015174	0.3099401405
375	0.8887197971	0.3091769208
376	0.8889600911	0.3086038994
377	0.8891173447	0.3083747482
378	0.8893893537	0.3078219226
379	0.8894843911	0.307610839
380	0.8896724902	0.3072976753
381	0.8897428476	0.3070426972
382	0.8897598518	0.3069496379
383	0.8897787201	0.3067977722
384	0.8899213756	0.3064216199
385	0.8902630266	0.3058712349
386	0.8905764646	0.3055647315
387	0.8909568186	0.3049122517
388	0.8911155883	0.3047009483
389	0.8915217973	0.3038756683
390	0.8917191206	0.3032650096
391	0.8917999456	0.3029978483
392	0.8918114963	0.3028494164
393	0.8919295115	0.3026019091
394	0.8919091367	0.302452213
395	0.892106684	0.302025588
396	0.8921884972	0.3017797912
397	0.8925673685	0.3011571572
398	0.8926143642	0.3010106644
399	0.8928832866	0.3003696746
400	0.8930274083	0.3000330106
401	0.8930833895	0.2998506765
402	0.8931642631	0.299606269
403	0.8932955281	0.2993013995
404	0.8934984437	0.2987531348
405	0.8938617841	0.2980550464
406	0.8938772047	0.297920531
407	0.8939563139	0.2976112714
408	0.8939487344	0.2974788176
409	0.8941287896	0.2970711728
410	0.8943062549	0.2966521268
411	0.8943510905	0.2964520865
412	0.8944023313	0.2963622921
413	0.8944625232	0.296145289
414	0.894525784	0.2959271169
415	0.8945304641	0.2958598654
416	0.8945558611	0.2957176106
417	0.8948008622	0.2952288485
418	0.8948550064	0.2951255757
419	0.8949298698	0.2949640721
420	0.8950878778	0.2946257561
421	0.8952426116	0.294189772
422	0.8952742306	0.2940972765
423	0.8955647345	0.2938565622
424	0.8956241916	0.2936687029
425	0.8958173884	0.2933896868
426	0.8958435908	0.2931743858
427	0.8960543633	0.2927907918
428	0.896171634	0.2925699539
429	0.8962589831	0.2922762985
430	0.8962434839	0.2920645628
431	0.8965192893	0.2914492746
432	0.8966950663	0.2910305377
433	0.8968254324	0.2907683014
434	0.8971470294	0.2900030171
435	0.8972314309	0.2896647332
436	0.8973742098	0.2893984965
437	0.8975225124	0.289182508
438	0.8975449319	0.2890184169
439	0.8976617883	0.2887546379
440	0.8980060044	0.28805979
441	0.8980639957	0.2879394166
442	0.8981441229	0.2877352974
443	0.8981236609	0.2876608851
444	0.898175086	0.2875425276
445	0.8984170107	0.2867558379
446	0.898501735	0.2865349716
447	0.8986890009	0.2859953653
448	0.8987220304	0.2858387834
449	0.8988806372	0.2856522333
450	0.8989630799	0.2854240959
451	0.8990750792	0.2851728126
452	0.8991907266	0.2849874549
453	0.8992763474	0.2847370296
454	0.899488514	0.2842823084
455	0.8995046128	0.2841657855
456	0.8996508737	0.2837963447
457	0.899923263	0.2832000956
458	0.9000080776	0.2827838466
459	0.9001247655	0.2823659273
460	0.9003321364	0.2817894892
461	0.9003541626	0.281648262
462	0.9003762268	0.281523653
463	0.9005841127	0.2808644455
464	0.9007022144	0.2807346282
465	0.9009293764	0.2803613691
466	0.9011355116	0.2799212089
467	0.9011827889	0.2797795345
468	0.9012431063	0.2796875262
469	0.9014538709	0.2791208371
470	0.9014467886	0.2789629218
471	0.901696042	0.2782967504
472	0.9017456852	0.2781541197
473	0.9018589565	0.2778440751
474	0.9018608872	0.2777634044
475	0.9019755849	0.2771867699
476	0.9020552315	0.2770852413
477	0.9020985934	0.2768538685
478	0.9020453841	0.276756957
479	0.9020492743	0.2765515672
480	0.9021208498	0.2763674358
481	0.9022091946	0.2760679582
482	0.9022891084	0.2759749224
483	0.9023873657	0.2757023992
484	0.9025561692	0.2751344227
485	0.9027429851	0.2745740292
486	0.9028531845	0.2741058299
487	0.9029469053	0.2738857908
488	0.902945424	0.2738119618
489	0.9030214403	0.2734862793
490	0.903039712	0.2733109402
491	0.9032098388	0.2730469968
492	0.9033927519	0.2724889496
493	0.9034046671	0.2723845849
494	0.9035214057	0.2717677114
495	0.9036242191	0.2712677848
496	0.9036858311	0.2712092339
497	0.9037297139	0.2711322484
498	0.9037448563	0.2709547173
499	0.9038521287	0.2706051448
500	0.9039213214	0.2703783574
501	0.9041330355	0.2702547714
502	0.9041685811	0.270159179
503	0.904277316	0.2698841898
504	0.9042888231	0.2697875358
505	0.904528273	0.2693803073
506	0.9046599956	0.2690279962
507	0.9046325209	0.2689163748
508	0.9047121174	0.2683351405
509	0.9048009663	0.2678077067
510	0.9048494848	0.2677219928
511	0.9048531434	0.2675970397
512	0.9048928726	0.2675146872
513	0.904931959	0.2673944693
514	0.905039118	0.2670801902
515	0.9051235108	0.2667275877
516	0.9052208147	0.2664198192
517	0.9053651233	0.2659120498
518	0.9054411798	0.2657427783
519	0.9055434533	0.2655037136
520	0.9056876099	0.2652201551
521	0.905840114	0.2650208812
522	0.9058341678	0.2648664274
523	0.9058338446	0.2647049928
524	0.9059172772	0.2641963549
525	0.9060189216	0.2636897242
526	0.9060390571	0.263582907
527	0.9060764006	0.2633447151
528	0.9061985243	0.2630807792
529	0.9062178411	0.2629774847
530	0.906210925	0.2628787841
531	0.9062361747	0.2627873924
532	0.9063261879	0.2623504363
533	0.9063408644	0.2622366663
534	0.906411281	0.262091054
535	0.9064290778	0.2619945118
536	0.906496263	0.2617142242
537	0.9066770228	0.2611562108
538	0.9066588389	0.26098328
539	0.9066684732	0.2607871358
540	0.9068079475	0.2605888721
541	0.9067831444	0.2604640474
542	0.9068931249	0.2600525595
543	0.9069636121	0.2597426329
544	0.9071172046	0.2593441745
545	0.907249467	0.2591279168
546	0.9073190567	0.2587126903
547	0.9073386288	0.2585812526
548	0.9073269922	0.2585003343
549	0.9073153537	0.2584518488
550	0.907348907	0.2584045135
551	0.9074096671	0.2580685928
552	0.9074408031	0.2577582199
553	0.9074414757	0.2576902112
554	0.9075893119	0.2573330649
555	0.9077108085	0.2569746918
556	0.9077476761	0.2568277067
557	0.9077656294	0.2567385524
558	0.907735861	0.2566356061
559	0.9077521483	0.2565027004
560	0.9077759485	0.2564347633
561	0.9077593265	0.2563341431
562	0.9077254384	0.2562607124
563	0.9077607308	0.2562002841
564	0.9078503853	0.2560876923
565	0.9079276597	0.2558907201
566	0.9079588595	0.2556027684
567	0.9080723982	0.2552131538
568	0.9080615819	0.2550549839
569	0.9081306626	0.2549095607
570	0.908199704	0.2547623162
571	0.9082062192	0.2546495356
572	0.9082341225	0.2545053877
573	0.9082003133	0.2543884819
574	0.9083558928	0.2540672247
575	0.9084571123	0.2538014025
576	0.9085789307	0.2536502024
577	0.9085788797	0.253569704
578	0.9086422213	0.2534502265
579	0.9086496008	0.2532246247
580	0.908770611	0.2527677534
581	0.9088586957	0.2526017616
582	0.9089970334	0.2523223066
583	0.9090390286	0.2521831496
584	0.9091279691	0.2520085421
585	0.9092136257	0.251645339
586	0.9092399897	0.2515285163
587	0.9093273169	0.2512315597
588	0.9092597879	0.2511691202
589	0.9093001654	0.2508354605
590	0.9093899671	0.2506075791
591	0.9094105865	0.2505390742
592	0.9094518164	0.2502432754
593	0.9094716232	0.2501348214
594	0.909582882	0.2496561789
595	0.9096191676	0.2494467463
596	0.9098382945	0.2491699051
597	0.9099388171	0.2489753618
598	0.9100188093	0.2485873992
599	0.9100493607	0.2485361211
600	0.9100610171	0.2484595114
601	0.9100561724	0.2483768542
602	0.9101831156	0.2482268052
603	0.9102845433	0.2481278863
604	0.9103488926	0.247828092
605	0.9103919248	0.2476879628
606	0.9104357132	0.247316375
607	0.9104374722	0.2472594144
608	0.9104145216	0.2470724528
609	0.910440991	0.2468688022
610	0.9104510112	0.2467903721
611	0.9104684133	0.2466963614
612	0.9104850052	0.2466372726
613	0.9105131102	0.2464843814
614	0.910522256	0.2463362601
615	0.9106023069	0.2460818251
616	0.9106518918	0.2459738214
617	0.9107237669	0.2458397895
618	0.910703264	0.2457972092
619	0.9107273346	0.2455521046
620	0.9107564368	0.245379736
621	0.9109123922	0.2451863725
622	0.9109478978	0.2451041881
623	0.9110049845	0.2450116153
624	0.9110141598	0.2448954661
625	0.9111017284	0.2447495305
626	0.9111183756	0.2446628377
627	0.9111351273	0.2446113906
628	0.9111601588	0.244522722
629	0.9111685386	0.2444342908
630	0.9112297036	0.2443788449
631	0.9112555587	0.2442869931
632	0.9112459907	0.2442266273
633	0.9112272252	0.2441473549
634	0.9112678232	0.2440723326
635	0.9112894431	0.2439815027
636	0.911259169	0.2438799344
637	0.9112600841	0.2438231398
638	0.911328773	0.2436569562
639	0.9113636364	0.2435950056
640	0.9114785992	0.2434560336
641	0.9114704318	0.2434152582
642	0.9114946082	0.2433346368
643	0.9115237376	0.2429904306
644	0.9117383655	0.2426468627
645	0.9117113513	0.2425285325
646	0.9117272612	0.2423703856
647	0.9118076365	0.2422494124
648	0.9119432508	0.2420508748
649	0.9119831197	0.2419517252
650	0.9120526802	0.2417398741
651	0.9121149001	0.2416508158
652	0.912122549	0.2415628879
653	0.9122985751	0.2413381234
654	0.912365765	0.2411903865
655	0.9123463024	0.2411080926
656	0.9123806317	0.2410291945
657	0.912426294	0.2409428078
658	0.9124654193	0.2408576793
659	0.912541577	0.2407163083
660	0.9125286687	0.2406515575
661	0.9125609207	0.2405460227
662	0.9125686044	0.2404054509
663	0.912566391	0.2403044612
664	0.9125996186	0.240218992
665	0.9127136193	0.2401078018
666	0.912693211	0.2399937862
667	0.9127125742	0.2398560214
668	0.9126994965	0.2398014779
669	0.9127830227	0.2396043709
670	0.9128586126	0.2393849021
671	0.9128595947	0.2393414373
672	0.9128516598	0.2392636605
673	0.9128799607	0.2391240345
674	0.9129023299	0.2390837255
675	0.9129696329	0.2387816893
676	0.913061494	0.2386521836
677	0.9130775326	0.2385180716
678	0.9130969405	0.2384234248
679	0.9132351468	0.2382167786
680	0.9133503967	0.2381123572
681	0.9133914216	0.2380457859
682	0.9134369691	0.2379422671
683	0.9135066934	0.2376665468
684	0.9136654931	0.2374580843
685	0.9137177916	0.2373812987
686	0.9137661651	0.2372394289
687	0.9138897873	0.2370732179
688	0.913853583	0.2369976496
689	0.9138619094	0.2369257708
690	0.9138702359	0.2368626568
691	0.9139019745	0.2367012621
692	0.9138816368	0.2366433713
693	0.9139224933	0.2364205044
694	0.9139607579	0.2362208181
695	0.9139875595	0.2361609032
696	0.9140466566	0.2360683122
697	0.9140916963	0.2359753833
698	0.914088564	0.2359186846
699	0.9140979303	0.2358575999
700	0.9140731827	0.2357972425
701	0.9141223984	0.2355301109
702	0.9141789174	0.2352804993
703	0.9141695274	0.2352505638
704	0.9141617008	0.2352003248
705	0.9142474136	0.2349706203
706	0.9144170227	0.2348453852
707	0.9144347477	0.2346735965
708	0.914440746	0.2346389346
709	0.9144675942	0.2344887457
710	0.9145869338	0.2342407023
711	0.9146393182	0.2341897013
712	0.9147076126	0.234017653
713	0.9147524387	0.2339147403
714	0.9148504376	0.2337471411
715	0.9149039032	0.2335952173
716	0.9151469549	0.2333700805
717	0.9151769427	0.2332558487
718	0.9152369225	0.2331445278
719	0.9152653687	0.2330471418
720	0.9153060294	0.2328805077
721	0.9154246101	0.2327428952
722	0.9154074554	0.2326913486
723	0.9154218417	0.2325421988
724	0.9154920583	0.2323939333
725	0.9155444858	0.2322335155
726	0.9155638278	0.2321944158
727	0.9158540034	0.2318408242
728	0.915809496	0.2317939298
729	0.915837971	0.2316881782
730	0.9158888737	0.2316182239
731	0.9159272455	0.2314639479
732	0.9159351789	0.2313985618
733	0.9159769685	0.2312735094
734	0.9161031874	0.231069983
735	0.9161541129	0.230812898
736	0.916159413	0.2307860391
737	0.916188677	0.230599365
738	0.9163533492	0.2303739294
739	0.9163411696	0.2303037451
740	0.9164157039	0.2301983887
741	0.9164286171	0.2301119562
742	0.9164540787	0.2300112628
743	0.9165156833	0.2298813327
744	0.916564742	0.2296149741
745	0.9166411851	0.2293741845
746	0.9166484098	0.2293175472
747	0.916743494	0.2292006047
748	0.9167651744	0.2291447059
749	0.9167788727	0.2290740337
750	0.9167758338	0.2290398988
751	0.9168686412	0.2288956658
752	0.9169116439	0.2288212782
753	0.9169394267	0.2287776181
754	0.917003337	0.2286856806
755	0.9171897182	0.2284902586
756	0.9172585681	0.2283585571
757	0.9173331142	0.2282621625
758	0.9174837049	0.2280263311
759	0.9175141965	0.2279846252
760	0.9175484566	0.2278802677
761	0.9175782035	0.2276791999
762	0.9175828189	0.2275485357
763	0.9175916245	0.2275025009
764	0.9175794823	0.227424647
765	0.9176369597	0.2271361308
766	0.9176586622	0.2270100103
767	0.9176963752	0.2268949904
768	0.917685419	0.2268183402
769	0.9177418397	0.2266860748
770	0.9177666737	0.2266382879
771	0.9177697993	0.2265554409
772	0.917813976	0.2263829615
773	0.9179418778	0.2262435344
774	0.9179487648	0.2261163279
775	0.9180474657	0.2258326219
776	0.9180760761	0.2257324983
777	0.9182963988	0.2254716176
778	0.9183074913	0.2253970296
779	0.9183183019	0.2253398855
780	0.9183530799	0.2252942793
781	0.9187433474	0.2249298345
782	0.9187529696	0.22488488
783	0.9188092758	0.2247247788
784	0.9188463138	0.2246597933
785	0.9188608815	0.2245590242
786	0.9189915291	0.2243096976
787	0.9190335198	0.2241717655
788	0.9190354994	0.2241190683
789	0.9191614578	0.2238758238
790	0.9195236377	0.2235909171
791	0.9195374994	0.2234985899
792	0.9196273979	0.223332609
793	0.919766847	0.2231125883
794	0.9198883544	0.2230167445
795	0.9198826883	0.2229799114
796	0.9198790282	0.222883458
797	0.9199393286	0.2227380557
798	0.919973684	0.222627091
799	0.919980444	0.2225861452
800	0.9200858997	0.2225000833
801	0.9200886432	0.2224030243
802	0.9201286714	0.2221745197
803	0.9201045532	0.222144657
804	0.9201023626	0.2220507635
805	0.9201027394	0.2219927432
806	0.9201252257	0.2219586374
807	0.9201510138	0.2217979642
808	0.9203016453	0.2214788951
809	0.9203868232	0.2213107058
810	0.9204451452	0.2211935494
811	0.9205034689	0.2210267798
812	0.9205590391	0.2209300594
813	0.9207604076	0.2207214082
814	0.9207765145	0.2204609009
815	0.9211289873	0.2201315061
816	0.9211570097	0.2199720944
817	0.9211441524	0.2198874391
818	0.9211763899	0.2197526331
819	0.9212402647	0.2196009868
820	0.9212613181	0.2195558839
821	0.9212458063	0.2194930905
822	0.921554738	0.2191669207
823	0.9215722121	0.219102301
824	0.9215454159	0.2190439674
825	0.9216276008	0.2189249997
826	0.9216725936	0.218877664
827	0.9216823686	0.2188388652
828	0.9217921527	0.218580421
829	0.9217871477	0.2185590233
830	0.9217631408	0.2185052964
831	0.9217814269	0.2184521
832	0.9218383553	0.21831009
833	0.9219431466	0.2181031637
834	0.9220409339	0.2179868912
835	0.922058447	0.2179520923
836	0.9220788127	0.217771993
837	0.9221041081	0.2176361422
838	0.9220914017	0.2175645294
839	0.9221723346	0.2173732592
840	0.9221947874	0.2173046463
841	0.9222939606	0.2171956916
842	0.92234386	0.2170363421
843	0.9224050413	0.2169290518
844	0.9224810455	0.2167783865
845	0.9225619404	0.2165763047
846	0.9225429085	0.216531933
847	0.9225660681	0.2164676225
848	0.9225920946	0.2164078559
849	0.9226300743	0.2163666743
850	0.9226610066	0.2163097292
851	0.9226426833	0.2162513969
852	0.9227665706	0.2160424653
853	0.9228024592	0.2159763011
854	0.9228024429	0.2159300927
855	0.9228165045	0.2158263607
856	0.9228045293	0.2157729772
857	0.9229044861	0.2156357094
858	0.922898137	0.215606017
859	0.9229164284	0.215432834
860	0.9229424711	0.2154032814
861	0.9229164188	0.2153235843
862	0.9229319008	0.2152655285
863	0.9230227152	0.2151898554
864	0.9230480584	0.2151262934
865	0.9231226834	0.2149676011
866	0.9231226861	0.214848536
867	0.923106494	0.2147590923
868	0.9232128066	0.2145943197
869	0.9232543453	0.2145555118
870	0.9232782924	0.2143868007
871	0.923395862	0.2142814599
872	0.9234000879	0.2142551557
873	0.9233881302	0.2142116456
874	0.923372647	0.2141513137
875	0.9233726646	0.2140947328
876	0.9233698588	0.2140606812
877	0.923395919	0.2140187485
878	0.9233797324	0.2139502085
879	0.9234036904	0.2139192714
880	0.923454394	0.2138327153
881	0.9235276346	0.2137255033
882	0.9235431449	0.2137065181
883	0.9235467006	0.2135835065
884	0.9234791049	0.2135477769
