iter	F1	Logloss
885	0.9235241871	0.2134280445
886	0.9235713991	0.2133605441
887	0.9235777569	0.2133093228
888	0.9235841152	0.2132265778
889	0.9236475194	0.2131214677
890	0.9236306357	0.2130408669
891	0.9236616403	0.2128573842
892	0.923671533	0.2127828025
893	0.9238088697	0.2126220316
894	0.9238046828	0.212566409
895	0.9238715822	0.2124208381
896	0.923922998	0.2122811675
897	0.9239025909	0.212233636
898	0.9240399101	0.2120455789
899	0.9240561394	0.2120045109
900	0.9240674427	0.2119361307
901	0.9241096982	0.2118000956
902	0.924096369	0.2117629298
903	0.9241210656	0.2116445813
904	0.9241471535	0.2116047537
905	0.924169075	0.2114891614
906	0.9242043935	0.2113808095
907	0.9243227893	0.2112301011
908	0.9243376452	0.2111920334
909	0.9243362589	0.2111655649
910	0.9243525025	0.2111180376
911	0.9243786017	0.2110509506
912	0.9244152489	0.2110052094
913	0.9245110164	0.2108362805
914	0.9245272647	0.2107771856
915	0.9246132633	0.2106659554
916	0.9246091191	0.2105844351
917	0.9246352246	0.2105075991
918	0.924657095	0.2103857999
919	0.9246677326	0.2103415687
920	0.9246875344	0.2102557945
921	0.9247051708	0.2101817889
922	0.925021185	0.2098895824
923	0.9251016968	0.2098506387
924	0.9251342288	0.2097801748
925	0.9251879579	0.2096457167
926	0.9251986181	0.2095171914
927	0.9253120018	0.2093695066
928	0.9253423622	0.2093289922
929	0.9253606887	0.2091872892
930	0.9255711465	0.2089430286
931	0.9255670547	0.2089210161
932	0.9256199862	0.2088086669
933	0.9255933291	0.2087477923
934	0.9258107223	0.2084562254
935	0.92601397	0.2082539672
936	0.9260394194	0.208162958
937	0.9260606283	0.2080751723
938	0.9260840487	0.2079854606
939	0.9261200183	0.2078879224
940	0.9261179877	0.2078168111
941	0.9261336045	0.2077199588
942	0.9261807687	0.2075818105
943	0.9261780632	0.2075246917
944	0.9261655183	0.2074781868
945	0.926180462	0.2073423547
946	0.9261882726	0.2073102504
947	0.9262059233	0.2072448672
948	0.9262088146	0.2072120092
949	0.9263355631	0.2069730793
950	0.9263371073	0.2068919503
951	0.9265157277	0.2066494196
952	0.926519299	0.2066011664
953	0.9265405232	0.2065679475
954	0.9265659935	0.2065092748
955	0.9265646477	0.2064838574
956	0.9266131545	0.2063425565
957	0.9266556094	0.2062310035
958	0.9266732644	0.2061855626
959	0.9266656586	0.2061619941
960	0.9267950739	0.2059692879
961	0.9268576507	0.2059015504
962	0.9269394468	0.2057705761
963	0.9269072699	0.2056592194
964	0.9268849229	0.2055724828
965	0.9269385679	0.2054568501
966	0.9269584662	0.2054204989
967	0.9269439454	0.2052931067
968	0.9269870949	0.2052058111
969	0.927137509	0.2050199872
970	0.9271066753	0.2049972846
971	0.9270765071	0.2049197273
972	0.9271062473	0.2048399753
973	0.9271120725	0.20481702
974	0.9271375669	0.2047903662
975	0.927308556	0.204568235
976	0.9273818798	0.2044748874
977	0.9273772205	0.2044323163
978	0.9273673887	0.2044126731
979	0.9275131184	0.2042641274
980	0.9275026237	0.204234913
981	0.9275084674	0.2041837227
982	0.9275113894	0.2041030988
983	0.9275071384	0.2040731666
984	0.927529058	0.204007244
985	0.927539819	0.2039580708
986	0.9275400849	0.2039248646
987	0.927559084	0.2038563185
988	0.9275577558	0.2038096106
989	0.9275662593	0.2037831451
990	0.9275475262	0.2037069327
991	0.9275786192	0.2036276031
992	0.9278344845	0.2034552504
993	0.9278331615	0.2033615699
994	0.9278193628	0.2033391849
995	0.9278927031	0.2032055913
996	0.9279133089	0.2031677825
997	0.927941763	0.2030648511
998	0.9280957074	0.2028458489
999	0.9280888164	0.2028279944
1000	0.9281304003	0.2027934382
1001	0.9281516727	0.2027573793
1002	0.9281477203	0.202696102
1003	0.928123811	0.2026727601
1004	0.9281611435	0.2025703069
1005	0.9281499989	0.2025266405
1006	0.9282014138	0.2024423336
1007	0.9282325166	0.2023856141
1008	0.9282367719	0.2023639616
1009	0.9282377374	0.2023366218
1010	0.9282688428	0.202270133
1011	0.9283160037	0.2021645554
1012	0.9283127172	0.2021416159
1013	0.9283192576	0.20207714
1014	0.9285442501	0.2018349244
1015	0.9285668442	0.2017681881
1016	0.9285894386	0.2017329285
1017	0.9286015551	0.2016929003
1018	0.9285609492	0.2016413667
1019	0.9285652064	0.2016092823
1020	0.9285465383	0.201572132
1021	0.9285439172	0.2015377003
1022	0.9285475196	0.2014409388
1023	0.928581254	0.2013852082
1024	0.9286297237	0.2012892241
1025	0.9287253455	0.2011724896
1026	0.9287305939	0.2010779123
1027	0.9287217604	0.2010319424
1028	0.9287636936	0.200978881
1029	0.9289899592	0.2007311253
1030	0.9290272887	0.2006698671
1031	0.9289958735	0.2006168741
1032	0.9289798389	0.2005636182
1033	0.9290037415	0.2005297474
1034	0.9290299507	0.2004926383
1035	0.9290525515	0.2004473962
1036	0.9290555102	0.2004285849
1037	0.9290578185	0.2003699968
1038	0.92907551	0.2003480208
1039	0.9292336473	0.2001669817
1040	0.9293240529	0.2000743126
1041	0.929303119	0.2000601794
1042	0.9293146062	0.1999113987
1043	0.9293133096	0.1998759424
1044	0.9293382309	0.1998382463
1045	0.9293853837	0.1997342129
1046	0.9294024314	0.1997034403
1047	0.9293929888	0.1996039254
1048	0.9295412962	0.1993834197
1049	0.9295154589	0.1993380892
1050	0.9296202207	0.1992388416
1051	0.9296084672	0.1992166155
1052	0.9296084672	0.199177345
1053	0.9296255193	0.1991512993
1054	0.9297554578	0.1989443378
1055	0.9297577886	0.1988838034
1056	0.9297741989	0.1987822514
1057	0.9298507873	0.1986638299
1058	0.9298458801	0.1986357224
1059	0.9300154523	0.1984290278
1060	0.9299804661	0.19835981
1061	0.9300096757	0.1983073846
1062	0.9299753286	0.1981681025
1063	0.9299721173	0.1981363629
1064	0.9299578059	0.1981134427
1065	0.9299179012	0.1980486688
1066	0.9299405125	0.1980029302
1067	0.9299281255	0.1979900754
1068	0.9300279778	0.1979058135
1069	0.930065953	0.1977942237
1070	0.9300591211	0.1977720308
1071	0.9300883413	0.1977373257
1072	0.9301286609	0.1976582117
1073	0.9301512747	0.1975867326
1074	0.9301677003	0.1974752115
1075	0.9301847673	0.1974260544
1076	0.9302093033	0.1973109503
1077	0.9303562911	0.1970921439
1078	0.9304640166	0.1970130036
1079	0.9304614651	0.1969241939
1080	0.9305668304	0.1967697733
1081	0.9305691877	0.1967259401
1082	0.930695249	0.196516771
1083	0.930861797	0.1963484295
1084	0.9309272677	0.196276996
1085	0.9309260007	0.1962561929
1086	0.9310447611	0.1960210264
1087	0.9310483982	0.1959819024
1088	0.9310452361	0.1959302302
1089	0.931087458	0.1958868232
1090	0.9310917279	0.1958739437
1091	0.9310898318	0.1958481244
1092	0.9311154527	0.195835933
1093	0.9310952119	0.1957943064
1094	0.9311894629	0.1956636914
1095	0.9311954797	0.1956387719
1096	0.931218096	0.1955331057
1097	0.9312021281	0.1955067066
1098	0.9312192124	0.1954883623
1099	0.9311818882	0.1954690723
1100	0.9311983414	0.1954298521
1101	0.9312203289	0.1953695418
1102	0.9312178049	0.1953512775
1103	0.9312208145	0.1952511655
1104	0.9312280959	0.1952009206
1105	0.9312219312	0.1951822911
1106	0.9313859506	0.1949751491
1107	0.93142076	0.1949131314
1108	0.931412844	0.1948992079
1109	0.9314085715	0.1948342594
1110	0.931410327	0.1947346584
1111	0.9314592155	0.1946161548
1112	0.9315161496	0.1944730593
1113	0.931553476	0.1943786286
1114	0.9315723317	0.1943528003
1115	0.9316164429	0.194249206
1116	0.9316751381	0.1941922469
1117	0.9316689834	0.1941684435
1118	0.9317093311	0.1941196211
1119	0.9316927481	0.1941001816
1120	0.9317239228	0.1940467357
1121	0.9317544721	0.1939969032
1122	0.9317483185	0.1939815271
1123	0.9317696935	0.1939429585
1124	0.9318131767	0.1938680137
1125	0.9318217271	0.1938399083
1126	0.9318296521	0.1937841803
1127	0.9319582142	0.1936423264
1128	0.9319893928	0.1935888036
1129	0.9321516061	0.1933322596
1130	0.9321729876	0.193317837
1131	0.9323969763	0.1931079376
1132	0.9324526398	0.1929592069
1133	0.9324520201	0.1929271853
1134	0.9325566462	0.1928009955
1135	0.9325615422	0.1927679337
1136	0.9325829297	0.1927496431
1137	0.9325859704	0.1927003169
1138	0.9325981854	0.1925878507
1139	0.9326354996	0.1924710866
1140	0.9326238532	0.1924272149
1141	0.9326427723	0.1924056282
1142	0.9327308592	0.1922675677
1143	0.9327076137	0.1922474988
1144	0.9329327585	0.192076797
1145	0.932916229	0.1920417298
1146	0.9329406746	0.1920266676
1147	0.9330801479	0.1918332476
1148	0.9331957439	0.1916538689
1149	0.9332061331	0.1916224478
1150	0.9331902285	0.191592618
1151	0.9331841095	0.1915543608
1152	0.9331492422	0.1914753308
1153	0.9331712575	0.1914182092
1154	0.9331608571	0.1913638987
1155	0.9331963284	0.1912881267
1156	0.9332501502	0.191108177
1157	0.9332532066	0.1910746784
1158	0.933237913	0.1910449433
1159	0.933250757	0.1909605042
1160	0.9332709397	0.1908836555
1161	0.9332556454	0.1908564184
1162	0.9333009121	0.1908123431
1163	0.9335266082	0.1906175906
1164	0.933544957	0.1905375401
1165	0.9335547411	0.1904926123
1166	0.9336935482	0.1903657656
1167	0.9337192448	0.1903398639
1168	0.9337706121	0.1902860935
1169	0.9338036309	0.1901763926
1170	0.9338299375	0.1901461806
1171	0.9338103757	0.1901246461
1172	0.9338024486	0.1900808008
1173	0.933786561	0.1900410588
1174	0.9338085867	0.1899779765
1175	0.9338128704	0.1899498223
1176	0.9338458927	0.1898724519
1177	0.9338905531	0.1898073075
1178	0.9338599944	0.1897706812
1179	0.9338869136	0.1897224071
1180	0.9339713094	0.1896358618
1181	0.9339713094	0.1896193652
1182	0.9339835578	0.1895635615
1183	0.9340832251	0.1894196564
1184	0.9341321761	0.189337818
1185	0.9341542075	0.1892930525
1186	0.9342777062	0.189187841
1187	0.9343046273	0.1891652864
1188	0.934289358	0.1891489272
1189	0.934253325	0.1891254477
1190	0.9343120613	0.1890416535
1191	0.9343823833	0.1888843258
1192	0.9344081039	0.1888502767
1193	0.9344356308	0.1887619376
1194	0.9344240483	0.188721446
1195	0.9344234466	0.1886920025
1196	0.9345237003	0.1885148479
1197	0.93462703	0.1883285095
1198	0.934667419	0.188221931
1199	0.9346662201	0.1882058259
1200	0.9346558456	0.1881793189
1201	0.9347420188	0.1880616095
1202	0.9347267589	0.1880291912
1203	0.9347298494	0.1880160249
1204	0.9347378273	0.1880019296
1205	0.9347311433	0.18796392
1206	0.9347152827	0.1879390264
1207	0.9347257527	0.1879093158
1208	0.9347380206	0.1878604642
1209	0.9347766235	0.18782001
1210	0.9347894918	0.1877674128
1211	0.9348451546	0.1876949024
1212	0.9349637515	0.1875560834
1213	0.934931334	0.1875132672
1214	0.9349857986	0.1874482451
1215	0.9350335891	0.1873754745
1216	0.9350318004	0.1873575046
1217	0.9351351351	0.1872477055
1218	0.9351614768	0.1872274353
1219	0.9352495538	0.1870662463
1220	0.9352397821	0.1870131456
1221	0.9352104662	0.1869705157
1222	0.9352636168	0.186858001
1223	0.9352667202	0.1868406111
1224	0.935386479	0.1866950266
1225	0.9353852931	0.1866609918
1226	0.93539447	0.1866441612
1227	0.9354354699	0.186578584
1228	0.9354342848	0.1864913335
1229	0.9354551545	0.1864237826
1230	0.9355321238	0.1862947021
1231	0.9355407092	0.1862650658
1232	0.9355774172	0.1861870081
1233	0.9355707593	0.1861603353
1234	0.9356111708	0.1861129552
1235	0.9356344097	0.1860645144
1236	0.9356051046	0.1860159121
1237	0.935607034	0.185972751
1238	0.9356150302	0.1858831327
1239	0.9356839999	0.1857347819
1240	0.9356871131	0.1857163026
1241	0.9356859326	0.1856339225
1242	0.935727528	0.1855923931
1243	0.9357556512	0.1855413971
1244	0.9357783009	0.1854769682
1245	0.9358523121	0.1853828866
1246	0.9359165562	0.1853027013
1247	0.9359776803	0.1851684962
1248	0.9359868578	0.1851482496
1249	0.9359948605	0.1851205155
1250	0.9359948605	0.1850542576
1251	0.9359930982	0.1850350389
1252	0.9360440569	0.1849871623
1253	0.936066123	0.1848727552
1254	0.9360460047	0.18477659
1255	0.9360430694	0.1847264511
1256	0.9360327157	0.1847106783
1257	0.9360467785	0.1846638428
1258	0.9360596672	0.1845899768
1259	0.9360659124	0.1845747529
1260	0.9360836856	0.1845470687
1261	0.9361252892	0.1844436726
1262	0.9361247028	0.1844258746
1263	0.9361528293	0.1843521963
1264	0.9362633731	0.1841794287
1265	0.9363623847	0.1840457461
1266	0.9364211724	0.1839796349
1267	0.936481711	0.1839042614
1268	0.9364535908	0.1838515222
1269	0.9365342341	0.183678337
1270	0.936552813	0.1836333369
1271	0.9365473497	0.1836174648
1272	0.9365370052	0.1836076749
1273	0.9365370052	0.1835896227
1274	0.9365657085	0.1834617013
1275	0.9365946353	0.1834380562
1276	0.9367004943	0.1833513036
1277	0.9367116497	0.1832717198
1278	0.936773933	0.1831256512
1279	0.9368356313	0.1830347074
1280	0.936824132	0.1830082856
1281	0.9368895498	0.1829377338
1282	0.9368878118	0.1829105523
1283	0.936886653	0.1828495508
1284	0.9369098929	0.1827702616
1285	0.9369374332	0.1827282759
1286	0.9369497563	0.1826856972
1287	0.9369302377	0.182669381
1288	0.9369351174	0.1826176703
1289	0.9370212102	0.182480872
1290	0.9370450269	0.1824006506
1291	0.937034691	0.1823503749
1292	0.9370671098	0.1823053947
1293	0.9370811684	0.1822833013
1294	0.9370837369	0.1822617302
1295	0.9372309274	0.1820582562
1296	0.9372291988	0.1820384757
1297	0.9372366501	0.1819973723
1298	0.937300061	0.1819010474
1299	0.9373037875	0.1818280617
1300	0.9373112406	0.1818130077
1301	0.9373468095	0.1817492714
1302	0.9373645944	0.1816872933
1303	0.9373542642	0.1816590028
1304	0.9374647163	0.1815377917
1305	0.9374781986	0.1814981923
1306	0.9375570844	0.1813775737
1307	0.9375364321	0.1813514793
1308	0.9376617893	0.1811656166
1309	0.9377725149	0.181034395
1310	0.9378032156	0.1809964041
1311	0.93780752	0.1809390575
1312	0.9378052363	0.1808823621
1313	0.9379885166	0.1806863456
1314	0.9380857528	0.1805139353
1315	0.938170069	0.1803963428
1316	0.9381651957	0.1803810455
1317	0.9381425319	0.1803579923
1318	0.9381370907	0.1803436747
1319	0.9381792481	0.1802751203
1320	0.9381970388	0.1802498239
1321	0.9382148299	0.1802208094
1322	0.9382136956	0.1801351799
1323	0.9382174346	0.1801197076
1324	0.9382547194	0.1800627465
1325	0.9382736448	0.1800002102
1326	0.9383163673	0.1799290367
1327	0.9383590878	0.1798509762
1328	0.9383763143	0.1797917367
1329	0.9383935415	0.1797767317
1330	0.9384405678	0.1796939249
1331	0.9384388726	0.1796141001
1332	0.9384523591	0.1795733532
1333	0.9384750251	0.1795120837
1334	0.9385902514	0.1793777659
1335	0.9386610618	0.1792593959
1336	0.9386381994	0.1792179788
1337	0.9386895283	0.1790419368
1338	0.9386992698	0.1790162632
1339	0.9387241854	0.1789642823
1340	0.9387354228	0.1789221031
1341	0.9387391687	0.1789053162
1342	0.9387380441	0.1788417573
1343	0.9388916423	0.1786347109
1344	0.9388996989	0.1786031224
1345	0.9389261129	0.1785586185
1346	0.938915813	0.1785143418
1347	0.9389287403	0.178495017
1348	0.9389692046	0.178435141
1349	0.9389383049	0.1784217199
1350	0.938965283	0.1783730485
1351	0.9390572437	0.1782475088
1352	0.93908909	0.1781737237
1353	0.9390982689	0.1780919319
1354	0.9391344256	0.1780564253
1355	0.9392166311	0.1779765639
1356	0.9392295619	0.1779339591
1357	0.9392954825	0.1777982919
1358	0.9392900576	0.1777657749
1359	0.9393424869	0.1777047055
1360	0.9394327354	0.1775839093
1361	0.9394181351	0.1775586169
1362	0.9394170231	0.1775412516
1363	0.939425645	0.1775202444
1364	0.939425645	0.1774918189
1365	0.9394428893	0.1774672114
1366	0.9394271763	0.1774262801
1367	0.9395033798	0.1773166647
1368	0.9395460678	0.1772408072
1369	0.9395309137	0.1772246874
1370	0.9395352252	0.1771452472
1371	0.9395264735	0.1771086081
1372	0.9395388541	0.1770509055
1373	0.9395463683	0.1770237007
1374	0.9395679293	0.1769681201
1375	0.9396121629	0.1769010271
1376	0.9396429063	0.1768649119
1377	0.9396677942	0.1767940007
1378	0.9397877887	0.1766559431
1379	0.9398001753	0.176645353
1380	0.939805041	0.1766308226
1381	0.9398412043	0.1765740633
1382	0.939857906	0.1765439229
1383	0.9398914126	0.1765031785
1384	0.9399340964	0.1764530465
1385	0.9399481402	0.1764262894
1386	0.9399567678	0.1763902702
1387	0.9399972463	0.1763562915
1388	0.9399972463	0.1762997067
1389	0.9399918306	0.1762754256
1390	0.9399918306	0.176257044
1391	0.9400058746	0.1761833114
1392	0.9400053239	0.1761570022
1393	0.9399939416	0.1761340603
1394	0.9399701664	0.1761183687
1395	0.9399647499	0.1760749923
1396	0.9399820075	0.1760480574
1397	0.939977142	0.1760230241
1398	0.9399803545	0.1759973696
1399	0.940038738	0.1759296616
1400	0.9400554464	0.1758901322
1401	0.940118139	0.1757761191
1402	0.9401256695	0.1757599135
1403	0.9402072643	0.1756842729
1404	0.9401921232	0.1756687445
1405	0.940262339	0.1755607182
1406	0.940267751	0.1755459476
1407	0.9402774782	0.1754771956
1408	0.940296384	0.1754136246
1409	0.9403141938	0.1753938844
1410	0.9403611831	0.1753272986
1411	0.9403681725	0.1752740377
1412	0.9404092048	0.1752017585
1413	0.9404135209	0.1751593675
1414	0.9404221532	0.1751219579
1415	0.9404161962	0.1751056912
1416	0.9404059227	0.1750685632
1417	0.9404340083	0.1750029707
1418	0.9405161296	0.174908281
1419	0.9405382582	0.1748771302
1420	0.9405420291	0.1748273209
1421	0.9405657953	0.1747408367
1422	0.9405836079	0.1746655887
1423	0.9405981945	0.174651076
1424	0.9406116904	0.1745897348
1425	0.9406062831	0.1745732576
1426	0.9406154623	0.1745116679
1427	0.9406106001	0.1744688007
1428	0.9406149172	0.1744318989
1429	0.9406316408	0.174414055
1430	0.9406748545	0.1743019261
1431	0.9407536934	0.1741930833
1432	0.9407439704	0.174165007
1433	0.9407920401	0.1741062177
1434	0.9407963578	0.1740428875
1435	0.9408222649	0.1739742771
1436	0.9408503451	0.173915817
1437	0.9408363051	0.1738772636
1438	0.9408600423	0.1738602287
1439	0.9408486907	0.1738143935
1440	0.9408973035	0.1737164096
1441	0.9409059406	0.1737030655
1442	0.9408956758	0.1736625634
1443	0.940922673	0.1735884588
1444	0.9409253649	0.173557577
1445	0.940901058	0.1735434188
1446	0.9409993482	0.1733794112
1447	0.9410166255	0.1733650767
1448	0.9410436251	0.1733360647
1449	0.9410576663	0.1733225163
1450	0.9410652235	0.1732665593
1451	0.9411219286	0.1732105211
1452	0.9411219286	0.1731953679
1453	0.9411068065	0.1731557089
1454	0.9411343481	0.1731407977
1455	0.9411959126	0.1730486058
1456	0.9411915921	0.1730265091
1457	0.9412234555	0.172995882
1458	0.9412450594	0.1729367923
1459	0.9412445199	0.1729202893
1460	0.9412293991	0.1728932401
1461	0.94123372	0.1728639521
1462	0.9412952864	0.1727245586
1463	0.9412898872	0.1726792079
1464	0.9412839488	0.1726649831
1465	0.9413444367	0.1725491966
1466	0.9413487582	0.1724876335
1467	0.9413574013	0.1724740713
1468	0.9413428211	0.1724508506
1469	0.9413844077	0.1724148185
1470	0.9414114147	0.1723865332
1471	0.9415296759	0.1722357007
1472	0.9416408853	0.1721333632
1473	0.941626847	0.1721190958
1474	0.9416214529	0.1720383631
1475	0.9416176666	0.1720228714
1476	0.9416214529	0.1719452956
1477	0.9416549236	0.1718784375
1478	0.9416684262	0.1718649206
1479	0.9416727486	0.1718436113
1480	0.9416857161	0.1718274753
1481	0.9416884327	0.1717833012
1482	0.9416916848	0.1717724083
1483	0.9417694094	0.1716039483
1484	0.9417856323	0.1715884876
1485	0.9418433857	0.1714493807
1486	0.9418568891	0.1714077943
1487	0.9418509644	0.1713796531
1488	0.9418536863	0.1713577734
1489	0.941857476	0.1713021365
1490	0.9418661232	0.1712762607
1491	0.9418639882	0.1712492324
1492	0.9419114947	0.1711433903
1493	0.9419627897	0.1710576594
1494	0.9419660482	0.1710311542
1495	0.9419800862	0.1710154103
1496	0.941993059	0.1709987372
1497	0.9420022402	0.1709720591
1498	0.9420162782	0.1709109291
1499	0.942010889	0.1708889876
1500	0.9420972421	0.1707784749
1501	0.9421237216	0.1707665021
1502	0.9421911722	0.1707026697
1503	0.942195497	0.1706390527
1504	0.9421852551	0.170618548
1505	0.9422894204	0.1704969663
1506	0.9423121058	0.170438964
1507	0.9423256113	0.1704128506
1508	0.9423342621	0.1703478575
1509	0.9423477678	0.170305503
1510	0.9423520933	0.1702578412
1511	0.9423321444	0.1702027486
1512	0.9423224343	0.1701817356
1513	0.9423354113	0.1701405382
1514	0.9423602154	0.1700782906
1515	0.9423877569	0.1700135813
1516	0.9424045316	0.1699958595
1517	0.9424169811	0.1699504728
1518	0.9424401978	0.1699053558
1519	0.9424531766	0.1698927399
1520	0.9424380839	0.1698694568
1521	0.9424650994	0.1698214711
1522	0.9424780792	0.1698103342
1523	0.9425510035	0.1697202026
1524	0.9425548032	0.1696916899
1525	0.9426007116	0.1695799858
1526	0.9426001846	0.1695405563
1527	0.9426055659	0.1694868229
1528	0.9426239292	0.1694708115
1529	0.9426180212	0.1694309013
1530	0.9426083124	0.1694164022
1531	0.9425980763	0.1694058391
1532	0.9426018768	0.1693929135
1533	0.9426191875	0.1693694704
1534	0.9426229885	0.1693566062
1535	0.9426300638	0.1693343347
1536	0.9426354454	0.1692640093
1537	0.9427066834	0.1691680649
1538	0.942701303	0.1691265346
1539	0.9427827692	0.168965483
1540	0.9427914258	0.168911925
1541	0.9428006078	0.1688998687
1542	0.9428011331	0.1688871205
1543	0.9428314326	0.168861894
1544	0.9429496155	0.1687196602
1545	0.9429965707	0.1686272307
1546	0.9430246384	0.1685760162
1547	0.9430322507	0.168565892
1548	0.9430457617	0.1685159571
1549	0.9430549434	0.1684773334
1550	0.9430695001	0.1684566718
1551	0.9430916703	0.1684207102
1552	0.9431051817	0.1683819985
1553	0.9430809208	0.1683691394
1554	0.9430895802	0.1683338041
1555	0.9431025696	0.1683093813
1556	0.9431166041	0.1682805902
1557	0.9431068995	0.1682609335
1558	0.9431117518	0.1682437324
1559	0.943120934	0.1682072432
1560	0.9431490026	0.1681644467
1561	0.9431566189	0.1681457448
1562	0.9431280274	0.1681336259
1563	0.9431372099	0.1681098521
1564	0.9432181291	0.1679787395
1565	0.9432364932	0.167908297
1566	0.9432441118	0.1678697385
1567	0.943252252	0.1678492496
1568	0.9432447944	0.1677804012
1569	0.9433468473	0.1676515145
1570	0.9433506584	0.1676148018
1571	0.9433549898	0.1675865941
1572	0.9433641727	0.1675759864
1573	0.9433685042	0.1675497801
1574	0.9433636526	0.167530883
1575	0.9433853105	0.1675171031
1576	0.9434483772	0.1674407011
1577	0.9434473386	0.1674060039
1578	0.9434689979	0.1673444717
1579	0.9434717726	0.1673302573
1580	0.9434955094	0.1672697549
1581	0.9435473133	0.1671723469
1582	0.9436136657	0.1670153789
1583	0.9436131479	0.1670006056
1584	0.9436606139	0.1669420987
1585	0.9436784617	0.1668556083
1586	0.9437021937	0.1668439828
1587	0.9437141585	0.1668245057
1588	0.9437271575	0.1668014597
1589	0.9437353071	0.1667596413
1590	0.94374934	0.1667145009
1591	0.9437488234	0.1666923533
1592	0.9437666732	0.1666244296
1593	0.9438195025	0.1665368856
1594	0.9438503533	0.1665033449
1595	0.9438903888	0.1664806643
1596	0.9438898735	0.1664381515
1597	0.9438985417	0.1664194469
1598	0.9439401244	0.1663153818
1599	0.9439260919	0.1662947156
1600	0.9439347604	0.1662758024
1601	0.9439202127	0.1662381845
1602	0.9439413699	0.1662235111
1603	0.9439360056	0.1662051345
1604	0.9440033795	0.1661104029
1605	0.9440217466	0.1660885325
1606	0.9440309302	0.1660672608
1607	0.9440477557	0.1660100712
1608	0.944033209	0.1659697764
1609	0.9440477557	0.1658914735
1610	0.9440656096	0.1658331552
1611	0.9440699447	0.1658115487
1612	0.9440732526	0.1657745637
1613	0.9440722253	0.1657621496
1614	0.9441191732	0.1657038413
1615	0.944140851	0.165689086
1616	0.9441747907	0.1656347785
1617	0.9441732526	0.1656248986
1618	0.9441847222	0.1655599189
1619	0.9441648144	0.165548702
1620	0.9441739993	0.1655222412
1621	0.9442020666	0.1654685855
1622	0.9442334452	0.1654021949
1623	0.9442102266	0.1653908129
1624	0.9442339574	0.1653607247
1625	0.9442324208	0.1653165416
1626	0.9442227233	0.1652828115
1627	0.9442183869	0.1652592433
1628	0.9442449182	0.1652380303
1629	0.9442459424	0.1652139958
1630	0.9442459424	0.1651639729
1631	0.9442793701	0.1650915702
1632	0.9442880434	0.1650538212
1633	0.9443679048	0.1649044525
1634	0.9443911221	0.1648872609
1635	0.9444424034	0.1647297408
1636	0.9444520982	0.1647165637
1637	0.9444931736	0.1646854098
1638	0.9445870549	0.1645330763
1639	0.9446151162	0.1643886686
1640	0.9446480231	0.1642489781
1641	0.9447046507	0.1641647001
1642	0.9447791349	0.1640321189
1643	0.9448173895	0.1639535992
1644	0.9448487715	0.1639381612
1645	0.9448753094	0.163924945
1646	0.9448786356	0.1639089786
1647	0.9448694518	0.1638893532
1648	0.9448684392	0.1638761256
1649	0.9448549164	0.1638663265
1650	0.9448689455	0.1638406893
1651	0.9448809496	0.1638277817
1652	0.9449046692	0.1637521749
1653	0.9449268707	0.1637391497
1654	0.9449171806	0.163721448
1655	0.9449355492	0.1636857309
1656	0.944934032	0.1636748887
1657	0.9449625966	0.1636138024
1658	0.9449620911	0.1635839824
1659	0.9449707702	0.1635550802
1660	0.944983789	0.1635273405
1661	0.9449751098	0.1635045691
1662	0.944988634	0.1634421677
1663	0.9449876235	0.1634247238
1664	0.9450146729	0.1634116739
1665	0.9450238577	0.1633905414
1666	0.9450567618	0.1633298056
1667	0.9450514124	0.1633122264
1668	0.9450687731	0.1632997262
1669	0.9450774537	0.1632677543
1670	0.9450609006	0.1632474463
1671	0.9450603959	0.1632352274
1672	0.9450603959	0.1632164514
1673	0.9450652411	0.1631810261
1674	0.9450555507	0.1631677527
1675	0.9450652411	0.1631069561
1676	0.9450695816	0.163078111
1677	0.9450700862	0.1630661177
1678	0.9450502007	0.163050792
1679	0.9450652411	0.1630385979
1680	0.9450836123	0.1630223517
1681	0.9451024879	0.1630105847
1682	0.9451024879	0.1629973237
1683	0.9451121776	0.1629401559
1684	0.9451063243	0.162919822
1685	0.9451241917	0.1628782489
1686	0.9451231835	0.1628667731
1687	0.9451086482	0.1628563135
1688	0.9451362064	0.1628007148
1689	0.9451129892	0.162789057
1690	0.9451405475	0.1627495596
1691	0.9451443847	0.1627380598
1692	0.9451385316	0.1627269355
1693	0.9451821368	0.1626017085
1694	0.9452043469	0.1625607074
1695	0.945269153	0.1624663531
1696	0.9452850122	0.1624507809
1697	0.9453159091	0.1624400408
1698	0.945311567	0.1624311621
1699	0.9453159091	0.1624202234
1700	0.945296028	0.1623877968
1701	0.9453187443	0.1623772221
1702	0.9453284336	0.1623192102
1703	0.9453554925	0.1623085118
1704	0.9453680183	0.1622974266
1705	0.945372361	0.1622650141
1706	0.9454057704	0.1622255817
1707	0.9454096117	0.1622070276
1708	0.9454400125	0.1621537203
1709	0.9454356694	0.1621411418
1710	0.9454259805	0.1621253055
1711	0.9454351681	0.1621115374
1712	0.9455063277	0.1619914955
1713	0.9455682946	0.1618811968
1714	0.9455953551	0.1618679711
1715	0.9456277589	0.1618170935
1716	0.9456795341	0.1617628726
1717	0.9457710415	0.1616278879
1718	0.9457715396	0.1615542357
1719	0.9457879193	0.1615182655
1720	0.9457830772	0.1615007478
1721	0.9457961096	0.1614849047
1722	0.9458004538	0.1614349284
